# GPT
e2e	p3.16	4	8	moe	parax.intra_only	{'param_count': 26.6481, 'peak_mem': 13.1092, 'latencies': [362.7231], 'tflops': 1.5047}	1642244381
e2e	p3.16	8	8	moe	parax.intra_only	{'param_count': 70.4152, 'peak_mem': 11.2197, 'latencies': [1291.8536], 'tflops': 0.2151}	1642499081

e2e	p3.16	1	1	moe	parax.inter_only	{'param_count': 0.3835, 'peak_mem': 10.6894, 'latencies': [36.8209, 36.8389, 36.8518], 'tflops': 45.4621}	1642272227
e2e	p3.16	1	2	moe	parax.inter_only	{'param_count': 0.6857, 'peak_mem': 9.9783, 'latencies': [19.3802, 19.3938, 19.3906], 'tflops': 40.7499}	1642272613
e2e	p3.16	1	4	moe	parax.inter_only	{'param_count': 1.3468, 'peak_mem': 9.9783, 'latencies': [20.0157, 20.0282, 20.0319], 'tflops': 37.5233}	1642273155
e2e	p3.16	1	8	moe	parax.inter_only	{'param_count': 2.383, 'peak_mem': 4.3798, 'latencies': [15.6869, 15.6954, 15.6629], 'tflops': 39.7964}	1642274620
e2e	p3.16	2	8	moe	parax.inter_only	{'param_count': 10.1696, 'peak_mem': 11.7901, 'latencies': [20.8715, 21.0822, 20.9865], 'tflops': 31.1186}	1642276386
e2e	p3.16	4	8	moe	parax.inter_only	{'param_count': -0.0, 'peak_mem': -0.0, 'latencies': [-1], 'tflops': -1.0}	1642277939
e2e	p3.16	8	8	moe	parax.inter_only	{'param_count': -0.0, 'peak_mem': -0.0, 'latencies': [-1], 'tflops': -1.0}	1642463088

e2e	p3.16	1	1	moe	parax.auto	{'tflops': 45.4621, 'param_count': 0.38}	1634066610
e2e	p3.16	1	2	moe	parax.auto	{'tflops': 43.03, 'param_count': 0.69}	1634066656
e2e	p3.16	1	4	moe	parax.auto	{'tflops': 39.92, 'param_count': 1.3}	1634066706
e2e	p3.16	1	8	moe	parax.auto	{'tflops': 45.76, 'param_count': 2.4}	1634066770
e2e	p3.16	2	8	moe	parax.auto	{'tflops': 45.36, 'param_count': 10}	1634066791
e2e	p3.16	4	8	moe	parax.auto	{'tflops': 38.84, 'param_count': 27}	1634066833
e2e	p3.16	8	8	moe	parax.auto	{'tflops': 36.55, 'param_count': 70}	1634066833

# Wide-ResNet
e2e	p3.16	1	1	wresnet	parax.ppdp	{'tflops': 8.3, 'param_count': 0.0}	1634066610
e2e	p3.16	1	2	wresnet	parax.ppdp	{'tflops': 8.24, 'param_count': 0.0}	1634066656
e2e	p3.16	1	4	wresnet	parax.ppdp	{'tflops': 8.08, 'param_count': 0.0}	1634066706
e2e	p3.16	1	8	wresnet	parax.ppdp	{'tflops': 7.72, 'param_count': 0.0}	1634066770
e2e	p3.16	2	8	wresnet	parax.ppdp	{'tflops': 0.37, 'param_count': 0.0}	1634066791
e2e	p3.16	4	8	wresnet	parax.ppdp	{'tflops': -1, 'param_count': 0.0}	1634066833
e2e	p3.16	8	8	wresnet	parax.ppdp	{'tflops': -1, 'param_count': 0.0}	1634066833

e2e	p3.16	1	1	wresnet	parax.intra_only	{'param_count': 0.2541, 'peak_mem': 11.9355, 'latencies': [44.0269, 43.9432], 'tflops': 8.3738}	1642247847
e2e	p3.16	1	2	wresnet	parax.intra_only	{'param_count': 0.495, 'peak_mem': 12.8335, 'latencies': [42.499, 42.5078], 'tflops': 8.4803}	1642248056
e2e	p3.16	1	4	wresnet	parax.intra_only	{'param_count': 1.0057, 'peak_mem': 12.6065, 'latencies': [45.0847, 45.1228], 'tflops': 8.1457}	1642248277
e2e	p3.16	1	8	wresnet	parax.intra_only	{'param_count': 1.965, 'peak_mem': 9.7604, 'latencies': [46.6147, 46.6635], 'tflops': 7.7145}	1642248521
e2e	p3.16	2	8	wresnet	parax.intra_only	{'param_count': 4.0009, 'peak_mem': 13.0911, 'latencies': [77.7287, 77.8406], 'tflops': 4.7175}	1642248872
e2e	p3.16	4	8	wresnet	parax.intra_only	{'param_count': 6.7277, 'peak_mem': 13.3896, 'latencies': [154.2054], 'tflops': 1.9642}	1642250322
e2e	p3.16	8	8	wresnet	parax.intra_only	{'param_count': 13.2671, 'peak_mem': 13.1692, 'latencies': [437.8958], 'tflops': 0.6971}	1642501573

e2e	p3.16	1	1	wresnet	parax.inter_only	{'tflops': 8.3, 'param_count': 0.0}	1634066610
e2e	p3.16	1	2	wresnet	parax.inter_only	{'tflops': 8.46, 'param_count': 0.0}	1634066656
e2e	p3.16	1	4	wresnet	parax.inter_only	{'tflops': 6.47, 'param_count': 0.0}	1634066706
e2e	p3.16	1	8	wresnet	parax.inter_only	{'tflops': 5.46, 'param_count': 0.0}	1634066770
e2e	p3.16	2	8	wresnet	parax.inter_only	{'tflops': 0.37, 'param_count': 0.0}	1634066791
e2e	p3.16	4	8	wresnet	parax.inter_only	{'tflops': -1, 'param_count': 0.0}	1634066833
e2e	p3.16	8	8	wresnet	parax.inter_only	{'tflops': -1, 'param_count': 0.0}	1634066833

e2e	p3.16	1	1	wresnet	parax.auto	{'tflops': 8.3, 'param_count': 0.0}	1634066610
e2e	p3.16	1	2	wresnet	parax.auto	{'tflops': 8.46, 'param_count': 0.0}	1634066656
e2e	p3.16	1	4	wresnet	parax.auto	{'tflops': 8.16, 'param_count': 0.0}	1634066706
e2e	p3.16	1	8	wresnet	parax.auto	{'tflops': 8.04, 'param_count': 0.0}	1634066770
e2e	p3.16	2	8	wresnet	parax.auto	{'tflops': 6.76, 'param_count': 0.0}	1634066791
e2e	p3.16	4	8	wresnet	parax.auto	{'tflops': 6.60, 'param_count': 0.0}	1634066833
e2e	p3.16	8	8	wresnet	parax.auto	{'tflops': 5.3, 'param_count': 0.0}	1634066833
